Individual_ID,Beh2,Type,Proba
CA52,Burrow,Prey,0.484
CA52,Burrow,Prey,0.516
CA52,Burrow,Prey,0.636
CA52,Burrow,Prey,0.742
CA52,Burrow,Prey,0.8
CA52,Burrow,Prey,0.554
CA52,Burrow,Prey,0.67
CA52,Burrow,Prey,0.46
CA52,Burrow,Prey,0.438
CA52,Burrow,Prey,0.574
CA52,Burrow,Prey,0.54
CA52,Burrow,Prey,0.554
CA52,Burrow,Prey,0.642
CA52,Burrow,Prey,0.4
CA52,Burrow,Prey,0.51
CA52,Burrow,Prey,0.362
CA52,Burrow,Prey,0.312
CA52,Burrow,Prey,0.636
CA52,Burrow,Prey,0.308
CA52,Burrow,Prey,0.688
CA52,Burrow,Prey,0.586
CA52,Burrow,Prey,0.55
CA52,Burrow,Prey,0.266
CA52,Burrow,Prey,0.408
CA53,Burrow,Prey,0.4
CA53,Burrow,Prey,0.4
CA53,Burrow,Prey,0.512
CA53,Burrow,Prey,0.26
CA53,Burrow,Prey,0.558
CA53,Burrow,Prey,0.566
CA53,Burrow,Prey,0.554
CA53,Burrow,Prey,0.438
CA53,Burrow,Prey,0.766
CA53,Burrow,Prey,0.59
CA53,Burrow,Prey,0.626
CA53,Burrow,Prey,0.626
CA53,Burrow,Prey,0.668
CA53,Burrow,Prey,0.728
CA53,Burrow,Prey,0.636
CA53,Burrow,Prey,0.394
CA53,Burrow,Prey,0.662
CA53,Burrow,Prey,0.364
CA53,Burrow,Prey,0.48
CA53,Burrow,Prey,0.64
CA53,Burrow,Prey,0.548
CA53,Burrow,Prey,0.518
CA53,Burrow,Prey,0.328
CA53,Burrow,Prey,0.396
CA53,Burrow,Prey,0.226
CA53,Burrow,Prey,0.286
CA53,Burrow,Prey,0.628
CA53,Burrow,Prey,0.43
CA53,Burrow,Prey,0.386
CA53,Burrow,Prey,0.728
CA54,Burrow,Prey,0.468
CA54,Burrow,Prey,0.518
CA54,Burrow,Prey,0.542
CA54,Burrow,Prey,0.512
CA54,Burrow,Prey,0.34
CA54,Burrow,Prey,0.338
CA54,Burrow,Prey,0.252
CA54,Burrow,Prey,0.66
CA54,Burrow,Prey,0.496
CA54,Burrow,Prey,0.534
CA54,Burrow,Prey,0.484
CA54,Burrow,Prey,0.526
CA54,Burrow,Prey,0.654
CA54,Burrow,Prey,0.622
CA54,Burrow,Prey,0.416
CA54,Burrow,Prey,0.452
CA54,Burrow,Prey,0.546
CA54,Burrow,Prey,0.406
CA54,Burrow,Prey,0.81
CA54,Burrow,Prey,0.486
CA54,Burrow,Prey,0.392
CA54,Burrow,Prey,0.466
CA54,Burrow,Prey,0.646
CA54,Burrow,Prey,0.458
CA54,Burrow,Prey,0.452
CA54,Burrow,Prey,0.472
CA54,Burrow,Prey,0.378
CA54,Burrow,Prey,0.318
CA54,Burrow,Prey,0.484
CA55,Burrow,Prey,0.624
CA55,Burrow,Prey,0.504
CA55,Burrow,Prey,0.416
CA55,Burrow,Prey,0.59
CA55,Burrow,Prey,0.696
CA55,Burrow,Prey,0.492
CA55,Burrow,Prey,0.492
CA55,Burrow,Prey,0.492
CA55,Burrow,Prey,0.646
CA55,Burrow,Prey,0.538
CA55,Burrow,Prey,0.566
CA55,Burrow,Prey,0.448
CA55,Burrow,Prey,0.55
CA55,Burrow,Prey,0.442
CA55,Burrow,Prey,0.442
CA55,Burrow,Prey,0.452
CA56,Burrow,Prey,0.236
CA56,Burrow,Prey,0.144
CA56,Burrow,Prey,0.06
CA56,Burrow,Prey,0.274
CA56,Burrow,Prey,0.634
CA56,Burrow,Prey,0.474
CA56,Burrow,Prey,0.546
CA56,Burrow,Prey,0.676
CA56,Burrow,Prey,0.676
CA56,Burrow,Prey,0.364
CA56,Burrow,Prey,0.658
CA56,Burrow,Prey,0.486
CA56,Burrow,Prey,0.584
CA56,Burrow,Prey,0.584
CA56,Burrow,Prey,0.648
CA56,Burrow,Prey,0.604
CA56,Burrow,Prey,0.666
CA56,Burrow,Prey,0.61
CA56,Burrow,Prey,0.618
CA56,Burrow,Prey,0.622
CA56,Burrow,Prey,0.576
CA56,Burrow,Prey,0.51
CA56,Burrow,Prey,0.63
CA56,Burrow,Prey,0.54
CA56,Burrow,Prey,0.472
CA56,Burrow,Prey,0.798
CA56,Burrow,Prey,0.754
CA56,Burrow,Prey,0.614
CA56,Burrow,Prey,0.744
CA57,Burrow,Prey,0.272
CA57,Burrow,Prey,0.292
CA57,Burrow,Prey,0.568
CA57,Burrow,Prey,0.462
CA57,Burrow,Prey,0.054
CA57,Burrow,Prey,0.524
CA57,Burrow,Prey,0.524
CA57,Burrow,Prey,0.48
CA57,Burrow,Prey,0.62
CA57,Burrow,Prey,0.734
CA57,Burrow,Prey,0.494
CA57,Burrow,Prey,0.64
CA57,Burrow,Prey,0.472
CA57,Burrow,Prey,0.61
CA57,Burrow,Prey,0.368
CA57,Burrow,Prey,0.494
CA57,Burrow,Prey,0.496
CA57,Burrow,Prey,0.63
CA57,Burrow,Prey,0.614
CA57,Burrow,Prey,0.48
CA57,Burrow,Prey,0.614
CA57,Burrow,Prey,0.774
CA57,Burrow,Prey,0.402
CA57,Burrow,Prey,0.452
CA58,Burrow,Prey,0.384
CA58,Burrow,Prey,0.528
CA58,Burrow,Prey,0.282
CA58,Burrow,Prey,0.06
CA58,Burrow,Prey,0.244
CA58,Burrow,Prey,0.5
CA58,Burrow,Prey,0.542
CA58,Burrow,Prey,0.518
CA58,Burrow,Prey,0.426
CA58,Burrow,Prey,0.656
CA58,Burrow,Prey,0.656
CA58,Burrow,Prey,0.536
CA58,Burrow,Prey,0.448
CA58,Burrow,Prey,0.406
CA58,Burrow,Prey,0.628
CA58,Burrow,Prey,0.376
CA58,Burrow,Prey,0.586
CA58,Burrow,Prey,0.59
CA58,Burrow,Prey,0.596
CA58,Burrow,Prey,0.51
CA58,Burrow,Prey,0.618
CA58,Burrow,Prey,0.542
CA58,Burrow,Prey,0.24
CA58,Burrow,Prey,0.526
CA58,Burrow,Prey,0.58
CA59,Burrow,Prey,0.346
CA59,Burrow,Prey,0.428
CA59,Burrow,Prey,0.54
CA59,Burrow,Prey,0.318
CA59,Burrow,Prey,0.318
CA59,Burrow,Prey,0.318
CA59,Burrow,Prey,0.586
CA59,Burrow,Prey,0.634
CA59,Burrow,Prey,0.63
CA59,Burrow,Prey,0.51
CA59,Burrow,Prey,0.626
CA59,Burrow,Prey,0.434
CA59,Burrow,Prey,0.446
CA59,Burrow,Prey,0.444
CA59,Burrow,Prey,0.66
CA59,Burrow,Prey,0.66
CA59,Burrow,Prey,0.568
CA59,Burrow,Prey,0.442
CA59,Burrow,Prey,0.366
CA60,Burrow,Prey,0.524
CA60,Burrow,Prey,0.54
CA60,Burrow,Prey,0.54
CA60,Burrow,Prey,0.54
CA60,Burrow,Prey,0.54
CA60,Burrow,Prey,0.882
CA60,Burrow,Prey,0.882
CA60,Burrow,Prey,0.67
CA60,Burrow,Prey,0.674
CA60,Burrow,Prey,0.648
CA60,Burrow,Prey,0.364
CA60,Burrow,Prey,0.534
CA60,Burrow,Prey,0.572
CA61,Burrow,Prey,0.324
CA61,Burrow,Prey,0.58
CA61,Burrow,Prey,0.804
CA61,Burrow,Prey,0.5
CA61,Burrow,Prey,0.56
CA61,Burrow,Prey,0.46
CA61,Burrow,Prey,0.642
CA61,Burrow,Prey,0.474
CA61,Burrow,Prey,0.622
CA61,Burrow,Prey,0.35
CA62,Burrow,Prey,0.416
CA62,Burrow,Prey,0.356
CA62,Burrow,Prey,0.272
CA62,Burrow,Prey,0.61
CA62,Burrow,Prey,0.302
CA62,Burrow,Prey,0.02
CA62,Burrow,Prey,0.544
CA62,Burrow,Prey,0.45
CA62,Burrow,Prey,0.508
CA62,Burrow,Prey,0.766
CA62,Burrow,Prey,0.452
CA62,Burrow,Prey,0.61
CA62,Burrow,Prey,0.394
CA62,Burrow,Prey,0.52
CA62,Burrow,Prey,0.52
CA62,Burrow,Prey,0.29
CA62,Burrow,Prey,0.454
CA62,Burrow,Prey,0.462
CA62,Burrow,Prey,0.532
CA63,Burrow,Prey,0.324
CA63,Burrow,Prey,0.514
CA63,Burrow,Prey,0.696
CA63,Burrow,Prey,0.482
CA63,Burrow,Prey,0.568
CA63,Burrow,Prey,0.112
CA63,Burrow,Prey,0.484
CA63,Burrow,Prey,0.774
CA63,Burrow,Prey,0.448
CA63,Burrow,Prey,0.57
CA63,Burrow,Prey,0.468
CA63,Burrow,Prey,0.412
CA63,Burrow,Prey,0.536
CA63,Burrow,Prey,0.638
CA63,Burrow,Prey,0.764
CA63,Burrow,Prey,0.536
CA63,Burrow,Prey,0.3
CA63,Burrow,Prey,0.568
CA64,Burrow,Prey,0.224
CA64,Burrow,Prey,0.224
CA64,Burrow,Prey,0.436
CA64,Burrow,Prey,0.596
CA64,Burrow,Prey,0.65
CA64,Burrow,Prey,0.596
CA64,Burrow,Prey,0.378
CA64,Burrow,Prey,0.436
CA64,Burrow,Prey,0.096
CA64,Burrow,Prey,0.07
CA64,Burrow,Prey,0.404
CA64,Burrow,Prey,0.452
CA64,Burrow,Prey,0.54
CA64,Burrow,Prey,0.756
CA64,Burrow,Prey,0.632
CA64,Burrow,Prey,0.646
CA64,Burrow,Prey,0.66
CA64,Burrow,Prey,0.576
CA64,Burrow,Prey,0.39
CA64,Burrow,Prey,0.558
CA64,Burrow,Prey,0.662
CA64,Burrow,Prey,0.758
CA65,Burrow,Prey,0.634
CA65,Burrow,Prey,0.306
CA65,Burrow,Prey,0.378
CA65,Burrow,Prey,0.542
CA65,Burrow,Prey,0.53
CA65,Burrow,Prey,0.446
CA65,Burrow,Prey,0.592
CA65,Burrow,Prey,0.628
CA65,Burrow,Prey,0.27
CA65,Burrow,Prey,0.662
CA65,Burrow,Prey,0.634
CA65,Burrow,Prey,0.326
CA65,Burrow,Prey,0.438
CA65,Burrow,Prey,0.424
CA65,Burrow,Prey,0.372
CA66,Burrow,Prey,0.376
CA66,Burrow,Prey,0.418
CA66,Burrow,Prey,0.552
CA66,Burrow,Prey,0.086
CA66,Burrow,Prey,0.442
CA66,Burrow,Prey,0.328
CA66,Burrow,Prey,0.754
CA66,Burrow,Prey,0.102
CA66,Burrow,Prey,0.526
CA66,Burrow,Prey,0.574
CA66,Burrow,Prey,0.598
CA66,Burrow,Prey,0.59
CA66,Burrow,Prey,0.55
CA66,Burrow,Prey,0.69
CA66,Burrow,Prey,0.592
CA67,Burrow,Prey,0.68
CA67,Burrow,Prey,0.584
CA67,Burrow,Prey,0.558
CA67,Burrow,Prey,0.822
CA67,Burrow,Prey,0.532
CA67,Burrow,Prey,0.724
CA67,Burrow,Prey,0.594
CA67,Burrow,Prey,0.652
CA67,Burrow,Prey,0.818
CA67,Burrow,Prey,0.524
CA67,Burrow,Prey,0.654
CA67,Burrow,Prey,0.75
CA67,Burrow,Prey,0.458
CA67,Burrow,Prey,0.684
CA67,Burrow,Prey,0.494
CA67,Burrow,Prey,0.622
CA67,Burrow,Prey,0.186
CA68,Burrow,Prey,0.498
CA68,Burrow,Prey,0.498
CA68,Burrow,Prey,0.38
CA68,Burrow,Prey,0.514
CA68,Burrow,Prey,0.546
CA68,Burrow,Prey,0.07
CA68,Burrow,Prey,0.364
CA68,Burrow,Prey,0.566
CA68,Burrow,Prey,0.774
CA68,Burrow,Prey,0.558
CA68,Burrow,Prey,0.634
CA68,Burrow,Prey,0.724
CA68,Burrow,Prey,0.436
CA68,Burrow,Prey,0.446
CA68,Burrow,Prey,0.6
CA68,Burrow,Prey,0.706
CA68,Burrow,Prey,0.516
CA68,Burrow,Prey,0.584
CA69,Burrow,Prey,0.578
CA69,Burrow,Prey,0.75
CA69,Burrow,Prey,0.44
CA69,Burrow,Prey,0.316
CA69,Burrow,Prey,0.68
CA69,Burrow,Prey,0.536
CA69,Burrow,Prey,0.518
CA69,Burrow,Prey,0.57
CA69,Burrow,Prey,0.788
CA69,Burrow,Prey,0.898
CA69,Burrow,Prey,0.578
CA69,Burrow,Prey,0.444
CA69,Burrow,Prey,0.566
CA69,Burrow,Prey,0.57
CA69,Burrow,Prey,0.444
CA69,Burrow,Prey,0.592
CA70,Burrow,Prey,0.678
CA70,Burrow,Prey,0.734
CA70,Burrow,Prey,0.348
CA70,Burrow,Prey,0.642
CA70,Burrow,Prey,0.472
CA70,Burrow,Prey,0.54
CA70,Burrow,Prey,0.584
CA70,Burrow,Prey,0.578
CA70,Burrow,Prey,0.624
CA70,Burrow,Prey,0.436
CA70,Burrow,Prey,0.766
CA70,Burrow,Prey,0.49
CA70,Burrow,Prey,0.434
CA70,Burrow,Prey,0.698
CA70,Burrow,Prey,0.82
CA70,Burrow,Prey,0.656
CA71,Burrow,Prey,0.476
CA71,Burrow,Prey,0.458
CA71,Burrow,Prey,0.708
CA71,Burrow,Prey,0.43
CA71,Burrow,Prey,0.494
CA71,Burrow,Prey,0.494
CA71,Burrow,Prey,0.502
CA71,Burrow,Prey,0.234
CA71,Burrow,Prey,0.674
CA71,Burrow,Prey,0.094
CA71,Burrow,Prey,0.05
CA71,Burrow,Prey,0.702
CA71,Burrow,Prey,0.784
CA71,Burrow,Prey,0.454
CA71,Burrow,Prey,0.68
CA71,Burrow,Prey,0.518
CA71,Burrow,Prey,0.488
CA71,Burrow,Prey,0.26
CA71,Burrow,Prey,0.272
CA71,Burrow,Prey,0.654
CA71,Burrow,Prey,0.352
CA71,Burrow,Prey,0.59
CA71,Burrow,Prey,0.446
CA71,Burrow,Prey,0.582
CA71,Burrow,Prey,0.596
CA71,Burrow,Prey,0.604
CA71,Burrow,Prey,0.58
CA71,Burrow,Prey,0.428
CA71,Burrow,Prey,0.37
CA71,Burrow,Prey,0.572
CA71,Burrow,Prey,0.624
CA71,Burrow,Prey,0.364
CA72,Burrow,Prey,0.392
CA72,Burrow,Prey,0.298
CA72,Burrow,Prey,0.13
CA72,Burrow,Prey,0.368
CA72,Burrow,Prey,0.036
CA72,Burrow,Prey,0.112
CA72,Burrow,Prey,0.708
CA72,Burrow,Prey,0.59
CA72,Burrow,Prey,0.662
CA72,Burrow,Prey,0.61
CA72,Burrow,Prey,0.59
CA72,Burrow,Prey,0.326
CA72,Burrow,Prey,0.468
CA72,Burrow,Prey,0.532
CA73,Burrow,Prey,0.414
CA73,Burrow,Prey,0.424
CA73,Burrow,Prey,0.424
CA73,Burrow,Prey,0.274
CA73,Burrow,Prey,0.332
CA73,Burrow,Prey,0.694
CA73,Burrow,Prey,0.552
CA73,Burrow,Prey,0.37
CA73,Burrow,Prey,0.53
CA73,Burrow,Prey,0.78
CA73,Burrow,Prey,0.636
CA73,Burrow,Prey,0.638
CA73,Burrow,Prey,0.276
CA73,Burrow,Prey,0.698
CA73,Burrow,Prey,0.55
CA73,Burrow,Prey,0.4
CA73,Burrow,Prey,0.43
CA73,Burrow,Prey,0.548
CA73,Burrow,Prey,0.326
CA73,Burrow,Prey,0.76
CA73,Burrow,Prey,0.856
CA74,Burrow,Prey,0.508
CA74,Burrow,Prey,0.304
CA74,Burrow,Prey,0.738
CA74,Burrow,Prey,0.648
CA74,Burrow,Prey,0.786
CA74,Burrow,Prey,0.786
CA74,Burrow,Prey,0.614
CA74,Burrow,Prey,0.358
CA74,Burrow,Prey,0.356
CA75,Burrow,Prey,0.55
CA76,Burrow,Prey,0.438
CA76,Burrow,Prey,0.588
CA76,Burrow,Prey,0.598
CA76,Burrow,Prey,0.592
CA76,Burrow,Prey,0.446
CA76,Burrow,Prey,0.722
CA76,Burrow,Prey,0.458
CA52,Burrow,Pred,0.668
CA52,Burrow,Pred,0.088
CA52,Burrow,Pred,0.568
CA52,Burrow,Pred,0.54
CA52,Burrow,Pred,0.036
CA52,Burrow,Pred,0.146
CA52,Burrow,Pred,0.614
CA52,Burrow,Pred,0.354
CA52,Burrow,Pred,0.562
CA52,Burrow,Pred,0.682
CA52,Burrow,Pred,0.312
CA52,Burrow,Pred,0.42
CA52,Burrow,Pred,0.232
CA52,Burrow,Pred,0.276
CA52,Burrow,Pred,0.304
CA52,Burrow,Pred,0.37
CA52,Burrow,Pred,0.518
CA52,Burrow,Pred,0.492
CA52,Burrow,Pred,0.538
CA52,Burrow,Pred,0.788
CA52,Burrow,Pred,0.418
CA52,Burrow,Pred,0.406
CA52,Burrow,Pred,0.428
CA52,Burrow,Pred,0.506
CA53,Burrow,Pred,0.142
CA53,Burrow,Pred,0.142
CA53,Burrow,Pred,0.272
CA53,Burrow,Pred,0.822
CA53,Burrow,Pred,0.45
CA53,Burrow,Pred,0.586
CA53,Burrow,Pred,0.146
CA53,Burrow,Pred,0.478
CA53,Burrow,Pred,0.332
CA53,Burrow,Pred,0.488
CA53,Burrow,Pred,0.282
CA53,Burrow,Pred,0.282
CA53,Burrow,Pred,0.612
CA53,Burrow,Pred,0.448
CA53,Burrow,Pred,0.536
CA53,Burrow,Pred,0.49
CA53,Burrow,Pred,0.398
CA53,Burrow,Pred,0.682
CA53,Burrow,Pred,0.81
CA53,Burrow,Pred,0.568
CA53,Burrow,Pred,0.4
CA53,Burrow,Pred,0.508
CA53,Burrow,Pred,0.362
CA53,Burrow,Pred,0.786
CA53,Burrow,Pred,0.502
CA53,Burrow,Pred,0.308
CA53,Burrow,Pred,0.45
CA53,Burrow,Pred,0.448
CA53,Burrow,Pred,0.314
CA53,Burrow,Pred,0.578
CA54,Burrow,Pred,0.43
CA54,Burrow,Pred,0.214
CA54,Burrow,Pred,0.218
CA54,Burrow,Pred,0.14
CA54,Burrow,Pred,0.434
CA54,Burrow,Pred,0.448
CA54,Burrow,Pred,0.61
CA54,Burrow,Pred,0.35
CA54,Burrow,Pred,0.46
CA54,Burrow,Pred,0.086
CA54,Burrow,Pred,0.442
CA54,Burrow,Pred,0.21
CA54,Burrow,Pred,0.454
CA54,Burrow,Pred,0.524
CA54,Burrow,Pred,0.168
CA54,Burrow,Pred,0.226
CA54,Burrow,Pred,0.366
CA54,Burrow,Pred,0.498
CA54,Burrow,Pred,0.452
CA54,Burrow,Pred,0.456
CA54,Burrow,Pred,0.606
CA54,Burrow,Pred,0.678
CA54,Burrow,Pred,0.392
CA54,Burrow,Pred,0.358
CA54,Burrow,Pred,0.49
CA54,Burrow,Pred,0.374
CA54,Burrow,Pred,0.582
CA54,Burrow,Pred,0.198
CA54,Burrow,Pred,0.35
CA55,Burrow,Pred,0.394
CA55,Burrow,Pred,0.3
CA55,Burrow,Pred,0.176
CA55,Burrow,Pred,0.384
CA55,Burrow,Pred,0.418
CA55,Burrow,Pred,0.298
CA55,Burrow,Pred,0.298
CA55,Burrow,Pred,0.298
CA55,Burrow,Pred,0.504
CA55,Burrow,Pred,0.306
CA55,Burrow,Pred,0.464
CA55,Burrow,Pred,0.33
CA55,Burrow,Pred,0.514
CA55,Burrow,Pred,0.354
CA55,Burrow,Pred,0.354
CA55,Burrow,Pred,0.49
CA56,Burrow,Pred,0.036
CA56,Burrow,Pred,0.574
CA56,Burrow,Pred,0.138
CA56,Burrow,Pred,0.732
CA56,Burrow,Pred,0.746
CA56,Burrow,Pred,0.154
CA56,Burrow,Pred,0.064
CA56,Burrow,Pred,0.326
CA56,Burrow,Pred,0.326
CA56,Burrow,Pred,0.782
CA56,Burrow,Pred,0.684
CA56,Burrow,Pred,0.254
CA56,Burrow,Pred,0.098
CA56,Burrow,Pred,0.098
CA56,Burrow,Pred,0.254
CA56,Burrow,Pred,0.138
CA56,Burrow,Pred,0.47
CA56,Burrow,Pred,0.108
CA56,Burrow,Pred,0.186
CA56,Burrow,Pred,0.36
CA56,Burrow,Pred,0.202
CA56,Burrow,Pred,0.468
CA56,Burrow,Pred,0.178
CA56,Burrow,Pred,0.256
CA56,Burrow,Pred,0.166
CA56,Burrow,Pred,0.622
CA56,Burrow,Pred,0.478
CA56,Burrow,Pred,0.312
CA56,Burrow,Pred,0.502
CA57,Burrow,Pred,0.162
CA57,Burrow,Pred,0.062
CA57,Burrow,Pred,0.254
CA57,Burrow,Pred,0.112
CA57,Burrow,Pred,0.056
CA57,Burrow,Pred,0.162
CA57,Burrow,Pred,0.154
CA57,Burrow,Pred,0.13
CA57,Burrow,Pred,0.044
CA57,Burrow,Pred,0.544
CA57,Burrow,Pred,0.278
CA57,Burrow,Pred,0.194
CA57,Burrow,Pred,0.386
CA57,Burrow,Pred,0.218
CA57,Burrow,Pred,0.2
CA57,Burrow,Pred,0.25
CA57,Burrow,Pred,0.224
CA57,Burrow,Pred,0.642
CA57,Burrow,Pred,0.208
CA57,Burrow,Pred,0.754
CA57,Burrow,Pred,0.584
CA57,Burrow,Pred,0.638
CA57,Burrow,Pred,0.08
CA57,Burrow,Pred,0.338
CA58,Burrow,Pred,0.182
CA58,Burrow,Pred,0.146
CA58,Burrow,Pred,0.64
CA58,Burrow,Pred,0.216
CA58,Burrow,Pred,0.362
CA58,Burrow,Pred,0.052
CA58,Burrow,Pred,0.44
CA58,Burrow,Pred,0.186
CA58,Burrow,Pred,0.478
CA58,Burrow,Pred,0.156
CA58,Burrow,Pred,0.156
CA58,Burrow,Pred,0.608
CA58,Burrow,Pred,0.028
CA58,Burrow,Pred,0.13
CA58,Burrow,Pred,0.456
CA58,Burrow,Pred,0.276
CA58,Burrow,Pred,0.558
CA58,Burrow,Pred,0.398
CA58,Burrow,Pred,0.092
CA58,Burrow,Pred,0.426
CA58,Burrow,Pred,0.218
CA58,Burrow,Pred,0.456
CA58,Burrow,Pred,0.372
CA58,Burrow,Pred,0.336
CA58,Burrow,Pred,0.292
CA59,Burrow,Pred,0.058
CA59,Burrow,Pred,0.028
CA59,Burrow,Pred,0.178
CA59,Burrow,Pred,0.05
CA59,Burrow,Pred,0.05
CA59,Burrow,Pred,0.05
CA59,Burrow,Pred,0.432
CA59,Burrow,Pred,0.008
CA59,Burrow,Pred,0.31
CA59,Burrow,Pred,0.096
CA59,Burrow,Pred,0.376
CA59,Burrow,Pred,0.566
CA59,Burrow,Pred,0.444
CA59,Burrow,Pred,0.434
CA59,Burrow,Pred,0.714
CA59,Burrow,Pred,0.714
CA59,Burrow,Pred,0.714
CA59,Burrow,Pred,0.466
CA59,Burrow,Pred,0.308
CA60,Burrow,Pred,0.18
CA60,Burrow,Pred,0.128
CA60,Burrow,Pred,0.128
CA60,Burrow,Pred,0.128
CA60,Burrow,Pred,0.128
CA60,Burrow,Pred,0.258
CA60,Burrow,Pred,0.258
CA60,Burrow,Pred,0.134
CA60,Burrow,Pred,0.258
CA60,Burrow,Pred,0.194
CA60,Burrow,Pred,0.218
CA60,Burrow,Pred,0.146
CA60,Burrow,Pred,0.278
CA61,Burrow,Pred,0.436
CA61,Burrow,Pred,0.274
CA61,Burrow,Pred,0.732
CA61,Burrow,Pred,0.052
CA61,Burrow,Pred,0.752
CA61,Burrow,Pred,0.728
CA61,Burrow,Pred,0.532
CA61,Burrow,Pred,0.182
CA61,Burrow,Pred,0.252
CA61,Burrow,Pred,0.208
CA62,Burrow,Pred,0.534
CA62,Burrow,Pred,0.772
CA62,Burrow,Pred,0.042
CA62,Burrow,Pred,0.632
CA62,Burrow,Pred,0.046
CA62,Burrow,Pred,0.008
CA62,Burrow,Pred,0.44
CA62,Burrow,Pred,0.776
CA62,Burrow,Pred,0.378
